incidente_id,tipo_registro_key,date_key,ubicacion_key,vehicle_type_key,person_key,route_key,accident_type_key,event_type_key,severity_key,positive_alcohol,positive_drug,cord_key
19196,1,20240522,16926,5.0,26.0,4.0,5.0,,4.0,N,S,7350.0
19197,1,20240522,3648,2.0,48.0,77.0,9.0,,4.0,N,N,7350.0
19198,1,20240523,1149,9.0,26.0,624.0,1.0,,2.0,N,N,7351.0
19199,1,20240523,7499,2.0,5.0,425.0,1.0,,4.0,N,S,7351.0
19200,1,20240523,8394,12.0,14.0,198.0,3.0,,4.0,N,N,7352.0
19201,1,20240523,12979,2.0,6.0,453.0,3.0,,9.0,N,N,7352.0
19202,1,20240523,3584,5.0,4.0,,4.0,,2.0,N,N,7353.0
19203,1,20240523,509,2.0,17.0,193.0,9.0,,2.0,N,N,7353.0
19204,1,20240522,11380,2.0,8.0,265.0,5.0,,2.0,N,S,7354.0
19205,1,20240522,9162,2.0,4.0,97.0,2.0,,2.0,N,N,7354.0
19206,1,20240522,3474,2.0,22.0,372.0,5.0,,3.0,N,S,7354.0
19207,1,20240522,6284,2.0,5.0,29.0,0.0,,3.0,N,N,7354.0
19208,1,20240522,12486,2.0,11.0,583.0,5.0,,2.0,N,N,7354.0
19209,1,20240522,158,2.0,23.0,129.0,8.0,,4.0,N,N,3173.0
19210,1,20240522,2234,2.0,40.0,27.0,8.0,,4.0,N,N,3173.0
19211,1,20240523,14048,10.0,18.0,412.0,2.0,,7.0,N,S,7355.0
19212,1,20240523,430,2.0,23.0,55.0,7.0,,2.0,N,N,7356.0
19213,1,20240523,7619,2.0,11.0,326.0,8.0,,2.0,N,N,7356.0
19214,1,20240523,14452,2.0,11.0,,8.0,,2.0,N,N,7356.0
19215,1,20240523,14328,2.0,12.0,117.0,3.0,,2.0,N,N,7356.0
19216,1,20240523,6599,8.0,5.0,599.0,10.0,,3.0,N,N,7356.0
19217,1,20240523,2965,7.0,5.0,67.0,8.0,,2.0,N,N,7357.0
19218,1,20240523,3781,4.0,3.0,500.0,2.0,,1.0,N,N,7357.0
19219,1,20240523,2749,2.0,26.0,56.0,5.0,,4.0,N,N,7358.0
19220,1,20240523,11860,2.0,14.0,195.0,9.0,,4.0,N,N,7358.0
19221,1,20240522,8768,3.0,5.0,101.0,7.0,,1.0,N,N,7359.0
19222,1,20240522,16476,7.0,4.0,280.0,8.0,,2.0,N,N,7359.0
19223,1,20240523,11372,12.0,22.0,,8.0,,2.0,N,N,7360.0
19224,1,20240523,16987,12.0,45.0,187.0,11.0,,2.0,N,N,7360.0
19225,1,20240523,1683,12.0,66.0,360.0,1.0,,2.0,N,N,7360.0
19226,1,20240523,993,2.0,18.0,418.0,3.0,,3.0,N,S,7360.0
19227,1,20240523,12123,2.0,5.0,0.0,11.0,,4.0,N,N,7361.0
19228,1,20240522,7785,1.0,6.0,402.0,1.0,,3.0,N,S,7362.0
19229,1,20240522,11683,2.0,48.0,199.0,11.0,,2.0,N,S,7362.0
19230,1,20240523,6977,2.0,17.0,15.0,4.0,,4.0,N,N,7363.0
19231,1,20240523,16796,2.0,14.0,615.0,1.0,,4.0,N,N,7363.0
19232,1,20240523,1973,2.0,1.0,382.0,7.0,,2.0,N,N,7364.0
19233,1,20240523,14587,2.0,46.0,72.0,1.0,,4.0,N,S,7364.0
19234,1,20240523,5408,2.0,34.0,120.0,11.0,,6.0,N,N,7364.0
19235,1,20240523,3020,4.0,8.0,49.0,9.0,,3.0,N,N,7365.0
19236,1,20240523,3167,2.0,17.0,591.0,1.0,,2.0,N,N,7365.0
19237,1,20240523,2023,2.0,63.0,309.0,1.0,,4.0,N,N,7365.0
19238,1,20240523,12282,2.0,4.0,162.0,2.0,,5.0,N,N,1338.0
19239,1,20240523,605,2.0,1.0,579.0,1.0,,4.0,N,N,1338.0
19240,1,20240523,1073,1.0,1.0,187.0,4.0,,2.0,N,S,7366.0
19241,1,20240523,4086,4.0,3.0,506.0,5.0,,3.0,N,N,7366.0
19242,1,20240523,10602,2.0,23.0,367.0,1.0,,5.0,N,N,7366.0
19243,1,20240523,1987,7.0,4.0,322.0,6.0,,4.0,N,S,7367.0
19244,1,20240523,12264,2.0,5.0,,2.0,,2.0,N,N,7367.0
19245,1,20240523,13706,2.0,26.0,100.0,2.0,,3.0,N,N,7368.0
19246,1,20240523,5794,2.0,40.0,360.0,10.0,,4.0,N,S,7368.0
19247,1,20240523,674,8.0,17.0,369.0,8.0,,1.0,N,N,7369.0
19248,1,20240523,5528,5.0,1.0,173.0,2.0,,2.0,N,N,7370.0
19249,1,20240523,7515,2.0,22.0,429.0,2.0,,2.0,N,S,7370.0
19250,1,20240523,3272,2.0,21.0,117.0,6.0,,3.0,N,S,7371.0
19251,1,20240523,15109,2.0,32.0,196.0,1.0,,6.0,N,N,7371.0
19252,1,20240523,2110,1.0,5.0,52.0,6.0,,8.0,N,S,7372.0
19253,1,20240523,12426,2.0,4.0,450.0,3.0,,2.0,N,N,7372.0
19254,1,20240523,15147,2.0,4.0,6.0,5.0,,2.0,N,S,7373.0
19255,1,20240523,1824,2.0,81.0,,3.0,,7.0,N,N,7373.0
19256,1,20240523,8844,7.0,48.0,,9.0,,2.0,N,N,7374.0
19257,1,20240523,1061,7.0,73.0,296.0,7.0,,7.0,N,S,7374.0
19258,1,20240523,15318,2.0,8.0,55.0,2.0,,2.0,N,N,7375.0
19259,1,20240523,11952,2.0,1.0,30.0,6.0,,3.0,N,N,7375.0
19260,1,20240523,1544,2.0,13.0,151.0,10.0,,2.0,N,N,7375.0
19261,1,20240523,6578,1.0,5.0,267.0,3.0,,3.0,N,N,7376.0
19262,1,20240523,4834,1.0,6.0,613.0,3.0,,1.0,N,N,7376.0
19263,1,20240523,8258,2.0,4.0,417.0,6.0,,4.0,N,S,2209.0
19264,1,20240523,10657,2.0,1.0,309.0,5.0,,4.0,N,N,2209.0
19265,1,20240523,16392,20.0,5.0,630.0,1.0,,2.0,N,S,7377.0
19266,1,20240523,7516,2.0,39.0,108.0,1.0,,2.0,N,S,7377.0
19267,1,20240523,382,2.0,50.0,622.0,3.0,,2.0,N,S,7377.0
19268,1,20240523,4733,2.0,50.0,65.0,1.0,,2.0,N,N,7377.0
19269,1,20240523,792,17.0,8.0,238.0,5.0,,8.0,N,S,1196.0
19270,1,20240523,9292,2.0,16.0,412.0,7.0,,8.0,N,N,1196.0
19271,1,20240523,1494,2.0,23.0,140.0,5.0,,8.0,N,S,1196.0
19272,1,20240523,4021,2.0,51.0,239.0,5.0,,2.0,N,N,1196.0
19273,1,20240523,16596,2.0,17.0,133.0,1.0,,5.0,N,N,7378.0
19274,1,20240523,9171,2.0,40.0,516.0,11.0,,2.0,N,N,7378.0
19275,1,20240523,861,3.0,14.0,390.0,1.0,,4.0,N,S,7297.0
19276,1,20240523,2352,2.0,5.0,409.0,1.0,,4.0,N,N,7297.0
19277,1,20240523,15062,2.0,7.0,373.0,3.0,,3.0,N,N,7379.0
19278,1,20240523,12895,2.0,22.0,,5.0,,3.0,N,N,7379.0
19279,1,20240523,7564,2.0,5.0,561.0,4.0,,3.0,N,N,7379.0
19280,1,20240523,5753,2.0,12.0,,10.0,,3.0,N,S,7379.0
19281,1,20240523,2899,2.0,48.0,515.0,9.0,,4.0,N,N,7380.0
19282,1,20240523,5202,2.0,48.0,30.0,1.0,,7.0,N,N,7380.0
19283,1,20240523,4302,2.0,56.0,230.0,1.0,,4.0,N,N,7380.0
19284,1,20240523,16290,4.0,22.0,124.0,9.0,,4.0,N,S,7381.0
19285,1,20240523,1025,2.0,1.0,259.0,3.0,,4.0,N,S,7381.0
19286,1,20240523,2987,2.0,28.0,,2.0,,2.0,N,N,7382.0
19287,1,20240523,8293,8.0,8.0,221.0,8.0,,2.0,N,N,7382.0
19288,1,20240523,4139,4.0,7.0,445.0,2.0,,9.0,N,N,7383.0
19289,1,20240523,4714,2.0,36.0,450.0,2.0,,2.0,N,N,7383.0
19290,1,20240523,2392,2.0,32.0,573.0,7.0,,2.0,N,N,7384.0
19291,1,20240523,12902,2.0,35.0,609.0,3.0,,2.0,N,N,7384.0
19292,1,20240523,6952,7.0,1.0,356.0,2.0,,2.0,N,S,7385.0
19293,1,20240523,10827,4.0,7.0,317.0,2.0,,3.0,N,N,7385.0
19294,1,20240523,2136,2.0,17.0,243.0,2.0,,4.0,N,S,7386.0
19295,1,20240523,15852,2.0,18.0,,11.0,,7.0,N,N,7386.0
19296,1,20240523,6480,2.0,2.0,313.0,3.0,,1.0,S,N,7386.0
19297,1,20240523,12494,4.0,8.0,461.0,3.0,,2.0,N,S,7387.0
19298,1,20240523,16282,4.0,11.0,436.0,2.0,,3.0,N,N,7387.0
19299,1,20240523,7232,2.0,6.0,429.0,4.0,,2.0,N,N,7387.0
19300,1,20240523,6349,2.0,23.0,,5.0,,9.0,N,N,7388.0
19301,1,20240523,3144,2.0,2.0,630.0,0.0,,4.0,N,S,7388.0
19302,1,20240523,4158,2.0,26.0,642.0,3.0,,4.0,N,S,7389.0
19303,1,20240523,8803,2.0,5.0,206.0,10.0,,4.0,N,N,7389.0
19304,1,20240523,3654,2.0,6.0,131.0,3.0,,7.0,N,N,7389.0
19305,1,20240523,799,2.0,54.0,329.0,3.0,,4.0,N,N,7389.0
19306,1,20240523,12634,2.0,21.0,329.0,11.0,,4.0,N,N,7390.0
19307,1,20240523,13074,2.0,14.0,127.0,5.0,,1.0,N,N,7390.0
19308,1,20240523,15307,2.0,4.0,287.0,11.0,,2.0,N,N,7391.0
19309,1,20240523,4698,2.0,1.0,517.0,6.0,,3.0,N,N,7391.0
19310,1,20240523,12230,2.0,9.0,487.0,3.0,,3.0,N,S,7391.0
19311,1,20240523,14180,7.0,32.0,220.0,8.0,,2.0,N,S,7392.0
19312,1,20240523,11661,2.0,17.0,520.0,7.0,,2.0,N,N,7392.0
19313,1,20240523,8201,2.0,2.0,584.0,10.0,,4.0,N,S,7393.0
19314,1,20240523,3914,2.0,6.0,493.0,10.0,,4.0,N,N,7393.0
19315,1,20240523,15914,2.0,37.0,16.0,5.0,,4.0,N,N,7393.0
19316,1,20240523,14557,4.0,23.0,,1.0,,3.0,N,N,7394.0
19317,1,20240523,6237,4.0,44.0,27.0,9.0,,3.0,N,S,7394.0
19318,1,20240523,6599,2.0,81.0,23.0,10.0,,2.0,N,S,7394.0
19319,1,20240523,7412,2.0,14.0,207.0,0.0,,4.0,N,N,2736.0
19320,1,20240523,12167,2.0,21.0,364.0,3.0,,4.0,N,N,2736.0
19321,1,20240523,2380,2.0,23.0,439.0,0.0,,2.0,N,S,7395.0
19322,1,20240523,4603,2.0,2.0,490.0,2.0,,5.0,N,N,7395.0
19323,1,20240523,4243,2.0,40.0,198.0,9.0,,2.0,N,N,7395.0
19324,1,20240523,9777,12.0,6.0,499.0,1.0,,2.0,N,S,3336.0
19325,1,20240523,14251,12.0,13.0,422.0,1.0,,2.0,N,N,3336.0
19326,1,20240523,14532,2.0,17.0,641.0,1.0,,2.0,N,N,3336.0
19327,1,20240523,17153,2.0,14.0,366.0,9.0,,4.0,N,N,7396.0
19328,1,20240523,15298,1.0,23.0,206.0,5.0,,2.0,N,N,7396.0
19329,1,20240523,2574,1.0,44.0,343.0,6.0,,4.0,N,S,7396.0
19330,1,20240523,16388,4.0,48.0,386.0,2.0,,1.0,N,N,7397.0
19331,1,20240523,2154,2.0,23.0,451.0,6.0,,2.0,N,N,7397.0
19332,1,20240523,12174,5.0,8.0,560.0,5.0,,4.0,N,N,7398.0
19333,1,20240523,14056,2.0,8.0,370.0,6.0,,4.0,N,N,7399.0
19334,1,20240523,5621,2.0,5.0,517.0,2.0,,4.0,N,N,7399.0
19335,1,20240523,11946,20.0,23.0,275.0,9.0,,4.0,N,N,2154.0
19336,1,20240523,4751,2.0,7.0,237.0,2.0,,4.0,N,N,2154.0
19337,1,20240523,16343,2.0,56.0,340.0,2.0,,4.0,N,S,2154.0
19338,1,20240523,13416,2.0,28.0,549.0,2.0,,2.0,N,N,7400.0
19339,1,20240523,8713,2.0,14.0,88.0,2.0,,4.0,N,N,7400.0
19340,1,20240523,8097,2.0,12.0,,2.0,,4.0,N,S,7400.0
19341,1,20240523,3618,9.0,26.0,542.0,4.0,,2.0,N,N,7401.0
19342,1,20240523,16877,9.0,10.0,28.0,8.0,,6.0,N,N,7401.0
19343,1,20240523,2526,2.0,3.0,532.0,7.0,,2.0,N,S,7401.0
19344,1,20240523,17123,2.0,8.0,,2.0,,4.0,N,N,7402.0
19345,1,20240523,14350,2.0,6.0,385.0,1.0,,4.0,N,N,7402.0
19346,1,20240523,3180,5.0,1.0,174.0,8.0,,4.0,N,N,7403.0
19347,1,20240523,7532,2.0,3.0,512.0,5.0,,4.0,N,N,7403.0
19348,1,20240523,1877,1.0,6.0,57.0,7.0,,6.0,N,S,7404.0
19349,1,20240523,7339,1.0,58.0,,3.0,,3.0,N,S,7404.0
19350,1,20240523,6515,2.0,7.0,75.0,3.0,,2.0,N,N,7404.0
19351,1,20240523,4073,3.0,26.0,70.0,2.0,,5.0,S,N,7405.0
19352,1,20240523,3663,2.0,7.0,,3.0,,4.0,N,S,7406.0
19353,1,20240523,9716,2.0,48.0,,8.0,,4.0,N,N,7406.0
19354,1,20240523,4702,9.0,5.0,426.0,10.0,,2.0,N,N,7407.0
19355,1,20240523,1568,9.0,65.0,112.0,10.0,,5.0,N,N,7407.0
19356,1,20240523,2173,2.0,23.0,39.0,6.0,,1.0,N,N,7408.0
19357,1,20240523,1183,2.0,89.0,540.0,7.0,,3.0,N,S,7408.0
19358,1,20240524,6764,2.0,21.0,166.0,10.0,,5.0,S,N,7409.0
19359,1,20240524,5556,1.0,23.0,441.0,2.0,,3.0,N,S,7410.0
19360,1,20240524,9648,12.0,14.0,100.0,7.0,,4.0,N,S,7410.0
19361,1,20240524,3156,2.0,6.0,73.0,1.0,,2.0,N,N,7410.0
19362,1,20240524,429,2.0,14.0,7.0,5.0,,4.0,N,N,7410.0
19363,1,20240524,3953,1.0,3.0,81.0,0.0,,5.0,N,N,5572.0
19364,1,20240524,495,2.0,5.0,286.0,1.0,,2.0,N,N,5572.0
19365,1,20240524,8876,2.0,7.0,41.0,1.0,,4.0,N,N,7411.0
19366,1,20240524,8180,2.0,22.0,616.0,6.0,,4.0,N,N,7411.0
19367,1,20240524,2855,1.0,26.0,409.0,11.0,,7.0,N,N,7412.0
19368,1,20240524,9613,2.0,5.0,538.0,1.0,,2.0,N,S,7412.0
19369,1,20240524,7998,2.0,33.0,522.0,5.0,,2.0,N,S,7412.0
19370,1,20240524,16391,5.0,4.0,592.0,3.0,,4.0,N,S,7413.0
19371,1,20240524,11138,2.0,3.0,199.0,6.0,,4.0,N,N,7413.0
19372,1,20240524,2534,2.0,48.0,291.0,10.0,,4.0,N,S,7414.0
19373,1,20240524,979,2.0,2.0,139.0,9.0,,4.0,N,N,7414.0
19374,1,20240524,9259,5.0,5.0,547.0,2.0,,5.0,N,S,7415.0
19375,1,20240524,4732,2.0,19.0,408.0,9.0,,3.0,N,N,7415.0
19376,1,20240524,16278,2.0,6.0,191.0,7.0,,2.0,N,N,7415.0
19377,1,20240524,16823,7.0,8.0,133.0,4.0,,2.0,N,N,7416.0
19378,1,20240524,641,1.0,5.0,17.0,11.0,,1.0,N,N,7416.0
19379,1,20240524,4051,4.0,26.0,0.0,1.0,,1.0,N,S,7417.0
19380,1,20240524,3616,2.0,26.0,66.0,3.0,,2.0,N,S,7417.0
19381,1,20240524,9598,2.0,51.0,301.0,9.0,,9.0,N,N,7417.0
19382,1,20240524,4603,2.0,4.0,188.0,5.0,,4.0,N,N,7418.0
19383,1,20240524,15436,2.0,23.0,186.0,11.0,,4.0,N,N,7418.0
19384,1,20240524,7438,2.0,64.0,517.0,1.0,,3.0,N,S,7418.0
19385,1,20240524,6119,2.0,54.0,424.0,5.0,,4.0,N,N,7418.0
19386,1,20240524,11693,2.0,4.0,486.0,6.0,,7.0,N,S,7419.0
19387,1,20240524,9510,2.0,6.0,340.0,11.0,,2.0,N,N,7419.0
19388,1,20240524,4339,2.0,33.0,478.0,9.0,,2.0,N,N,7419.0
19389,1,20240524,2989,2.0,98.0,616.0,1.0,,2.0,N,N,7419.0
19390,1,20240522,723,4.0,23.0,143.0,6.0,,2.0,N,N,2704.0
19391,1,20240522,11188,2.0,4.0,120.0,0.0,,2.0,N,N,2704.0
19392,1,20240524,13790,5.0,17.0,520.0,5.0,,4.0,N,N,7420.0
19393,1,20240524,301,2.0,8.0,589.0,2.0,,4.0,N,N,7420.0
19394,1,20240524,1323,9.0,5.0,129.0,1.0,,5.0,N,S,7421.0
19395,1,20240524,2685,2.0,32.0,407.0,0.0,,2.0,N,S,7421.0
19396,1,20240524,13490,2.0,14.0,496.0,9.0,,2.0,N,N,7422.0
19397,1,20240524,6165,2.0,73.0,297.0,3.0,,3.0,N,S,7422.0
19398,1,20240524,15832,12.0,17.0,187.0,10.0,,4.0,N,N,7423.0
19399,1,20240524,4829,20.0,5.0,35.0,2.0,,3.0,N,S,7423.0
19400,1,20240524,9778,7.0,7.0,136.0,11.0,,2.0,N,S,7424.0
19401,1,20240524,6180,2.0,32.0,307.0,3.0,,2.0,N,N,7424.0
19402,1,20240523,5845,1.0,5.0,182.0,4.0,,1.0,N,N,7425.0
19403,1,20240524,7641,7.0,8.0,260.0,11.0,,4.0,N,N,7426.0
19404,1,20240524,7708,4.0,22.0,,9.0,,3.0,N,N,7426.0
19405,1,20240524,427,7.0,8.0,517.0,7.0,,2.0,N,S,7427.0
19406,1,20240524,8587,2.0,4.0,91.0,5.0,,2.0,N,N,7427.0
19407,1,20240524,16972,2.0,1.0,452.0,5.0,,1.0,N,N,7427.0
19408,1,20240524,3531,2.0,21.0,495.0,4.0,,3.0,N,N,7428.0
19409,1,20240524,3987,2.0,48.0,328.0,9.0,,4.0,N,N,7428.0
19410,1,20240524,3767,1.0,14.0,,10.0,,4.0,N,N,7429.0
19411,1,20240524,7563,4.0,14.0,340.0,11.0,,4.0,N,N,7429.0
19412,1,20240524,6824,4.0,14.0,,5.0,,4.0,N,S,7429.0
19413,1,20240524,11512,4.0,14.0,335.0,2.0,,4.0,N,N,7429.0
19414,1,20240524,17162,4.0,14.0,,2.0,,4.0,N,N,7429.0
19415,1,20240524,3541,4.0,14.0,323.0,11.0,,4.0,N,N,7429.0
19416,1,20240524,7857,4.0,14.0,,8.0,,4.0,N,N,7429.0
19417,1,20240524,15619,2.0,21.0,263.0,7.0,,2.0,N,S,7429.0
19418,1,20240524,212,2.0,21.0,228.0,6.0,,2.0,N,N,7429.0
19419,1,20240524,4699,2.0,51.0,294.0,9.0,,2.0,N,N,7429.0
19420,1,20240524,8536,2.0,51.0,78.0,9.0,,2.0,N,S,7429.0
19421,1,20240524,761,2.0,51.0,619.0,9.0,,2.0,N,N,7429.0
19422,1,20240524,16580,2.0,51.0,501.0,2.0,,2.0,N,N,7429.0
19423,1,20240524,3361,2.0,9.0,91.0,2.0,,5.0,N,N,7429.0
19424,1,20240524,8609,2.0,57.0,531.0,11.0,,8.0,N,N,7429.0
19425,1,20240524,8126,2.0,8.0,223.0,4.0,,4.0,N,N,6781.0
19426,1,20240524,403,4.0,5.0,218.0,11.0,,3.0,N,S,7430.0
19427,1,20240524,6152,2.0,36.0,279.0,7.0,,3.0,N,N,7430.0
19428,1,20240524,8661,2.0,6.0,338.0,3.0,,2.0,N,N,7431.0
19429,1,20240524,14959,2.0,40.0,221.0,2.0,,2.0,N,N,7431.0
19430,1,20240524,4084,4.0,3.0,3.0,3.0,,4.0,N,S,7432.0
19431,1,20240524,5923,2.0,1.0,196.0,11.0,,9.0,N,N,7432.0
19432,1,20240524,16007,2.0,36.0,48.0,3.0,,3.0,N,S,7433.0
19433,1,20240524,895,2.0,48.0,48.0,6.0,,2.0,N,S,7433.0
19434,1,20240524,5827,2.0,8.0,203.0,0.0,,2.0,N,N,7433.0
19435,1,20240524,16064,2.0,22.0,,10.0,,7.0,N,N,7433.0
19436,1,20240524,4557,2.0,1.0,40.0,3.0,,6.0,N,S,7433.0
19437,1,20240524,13108,2.0,14.0,389.0,10.0,,4.0,N,N,7434.0
19438,1,20240524,14925,2.0,14.0,37.0,9.0,,4.0,N,S,7434.0
19439,1,20240524,14687,1.0,23.0,,10.0,,4.0,N,S,1289.0
19440,1,20240524,113,1.0,26.0,110.0,10.0,,4.0,N,N,1289.0
19441,1,20240524,12848,4.0,4.0,547.0,5.0,,3.0,N,N,7435.0
19442,1,20240524,4859,2.0,22.0,184.0,11.0,,2.0,N,S,7435.0
19443,1,20240524,1035,2.0,2.0,281.0,11.0,,2.0,N,S,7435.0
19444,1,20240524,9006,2.0,46.0,244.0,3.0,,2.0,N,N,7435.0
19445,1,20240524,8315,1.0,6.0,297.0,2.0,,4.0,N,S,7436.0
19446,1,20240524,2227,2.0,18.0,262.0,2.0,,4.0,N,S,7436.0
19447,1,20240524,3566,8.0,94.0,100.0,8.0,,6.0,N,N,7437.0
19448,1,20240524,2964,2.0,36.0,222.0,1.0,,5.0,N,S,7438.0
19449,1,20240524,6049,2.0,38.0,26.0,1.0,,4.0,N,S,7438.0
19450,1,20240524,13074,2.0,54.0,54.0,8.0,,4.0,N,S,7438.0
19451,1,20240524,1606,2.0,13.0,174.0,5.0,,1.0,N,N,7438.0
19452,1,20240524,3303,2.0,26.0,33.0,3.0,,2.0,N,N,7439.0
19453,1,20240524,10401,2.0,18.0,508.0,6.0,,4.0,N,S,7439.0
19454,1,20240524,1741,2.0,68.0,,3.0,,2.0,N,S,7439.0
19455,1,20240524,6578,1.0,8.0,412.0,2.0,,8.0,N,N,7440.0
19456,1,20240524,7468,2.0,32.0,390.0,1.0,,2.0,N,N,7440.0
19457,1,20240524,705,2.0,32.0,316.0,2.0,,4.0,N,S,7441.0
19458,1,20240524,8333,2.0,28.0,216.0,1.0,,4.0,N,S,7441.0
19459,1,20240524,15342,2.0,50.0,335.0,3.0,,2.0,N,S,7441.0
19460,1,20240523,590,2.0,23.0,478.0,8.0,,2.0,N,N,7442.0
19461,1,20240523,12583,2.0,14.0,395.0,9.0,,4.0,N,N,7442.0
19462,1,20240524,6069,2.0,1.0,482.0,7.0,,4.0,N,S,7443.0
19463,1,20240524,16057,2.0,1.0,238.0,1.0,,4.0,N,S,7443.0
19464,1,20240524,15341,2.0,23.0,70.0,1.0,,4.0,N,S,7444.0
19465,1,20240524,1749,2.0,5.0,450.0,7.0,,4.0,N,N,7444.0
19466,1,20240524,14741,1.0,26.0,260.0,4.0,,4.0,N,S,7445.0
19467,1,20240524,8898,1.0,46.0,437.0,1.0,,4.0,N,N,7445.0
19468,1,20240524,7333,2.0,4.0,251.0,6.0,,4.0,N,S,7445.0
19469,1,20240524,8137,2.0,26.0,222.0,9.0,,2.0,N,N,7446.0
19470,1,20240524,12244,2.0,5.0,540.0,10.0,,2.0,N,S,7446.0
19471,1,20240524,16764,2.0,5.0,406.0,2.0,,2.0,N,N,7447.0
19472,1,20240524,6209,2.0,2.0,454.0,2.0,,2.0,N,S,7447.0
19473,1,20240524,5219,2.0,32.0,594.0,9.0,,2.0,N,N,7448.0
19474,1,20240524,158,2.0,31.0,180.0,11.0,,6.0,N,S,7448.0
19475,1,20240524,11295,1.0,5.0,113.0,11.0,,1.0,N,S,7449.0
19476,1,20240524,12739,2.0,23.0,341.0,3.0,,2.0,N,S,7449.0
19477,1,20240524,10326,2.0,32.0,,2.0,,3.0,N,N,7450.0
19478,1,20240524,1185,2.0,14.0,283.0,3.0,,5.0,N,N,7450.0
19479,1,20240524,10950,2.0,14.0,128.0,5.0,,4.0,N,N,7450.0
19480,1,20240524,8165,2.0,16.0,117.0,2.0,,2.0,N,N,4449.0
19481,1,20240524,6926,2.0,8.0,208.0,4.0,,2.0,N,S,4449.0
19482,1,20240524,2011,2.0,17.0,226.0,9.0,,7.0,N,N,4449.0
19483,1,20240524,4095,2.0,59.0,,3.0,,7.0,N,N,4449.0
19484,1,20240524,1597,2.0,44.0,531.0,3.0,,2.0,N,N,4449.0
19485,1,20240524,12449,1.0,4.0,317.0,4.0,,6.0,N,S,7451.0
19486,1,20240524,1184,1.0,54.0,,2.0,,1.0,N,N,7451.0
19487,1,20240524,14728,2.0,23.0,436.0,1.0,,2.0,N,S,7451.0
19488,1,20240524,1101,2.0,44.0,151.0,3.0,,2.0,N,N,7451.0
19489,1,20240524,11061,12.0,8.0,442.0,10.0,,2.0,N,S,7452.0
19490,1,20240524,1679,12.0,87.0,210.0,6.0,,3.0,N,S,7452.0
19491,1,20240524,5829,2.0,39.0,250.0,6.0,,2.0,N,S,7453.0
19492,1,20240524,6703,2.0,29.0,,11.0,,2.0,N,S,7453.0
19493,1,20240524,13865,8.0,80.0,181.0,5.0,,3.0,N,N,7453.0
19494,1,20240524,2739,7.0,32.0,356.0,5.0,,7.0,N,N,7454.0
19495,1,20240524,5299,12.0,14.0,303.0,6.0,,4.0,N,N,7454.0
19496,1,20240524,11899,2.0,32.0,385.0,10.0,,2.0,S,S,7454.0
19497,1,20240524,2147,2.0,32.0,301.0,1.0,,1.0,N,N,7454.0
19498,1,20240524,13292,2.0,5.0,138.0,7.0,,6.0,N,N,7454.0
19499,1,20240524,335,2.0,18.0,106.0,2.0,,2.0,N,S,7454.0
19500,1,20240524,8140,2.0,3.0,272.0,8.0,,4.0,N,N,7455.0
19501,1,20240524,228,2.0,5.0,241.0,3.0,,4.0,N,N,7455.0
19502,1,20240524,6673,2.0,33.0,,1.0,,5.0,N,N,7455.0
19503,1,20240524,13173,9.0,5.0,98.0,2.0,,4.0,N,N,7456.0
19504,1,20240524,5969,7.0,7.0,62.0,2.0,,4.0,N,N,7456.0
19505,1,20240524,6300,4.0,23.0,454.0,1.0,,7.0,N,N,7457.0
19506,1,20240524,7194,2.0,23.0,279.0,1.0,,7.0,N,N,7457.0
19507,1,20240524,19,2.0,7.0,349.0,9.0,,2.0,N,N,7458.0
19508,1,20240524,11,2.0,5.0,423.0,9.0,,2.0,N,N,7458.0
19509,1,20240524,4199,2.0,57.0,49.0,6.0,,4.0,N,N,7458.0
19510,1,20240524,16794,2.0,4.0,642.0,1.0,,4.0,N,N,1218.0
19511,1,20240524,11976,2.0,22.0,451.0,4.0,,7.0,N,N,1218.0
19512,1,20240524,12150,2.0,36.0,458.0,4.0,,2.0,N,N,7459.0
19513,1,20240524,4447,2.0,5.0,296.0,8.0,,2.0,N,N,7459.0
19514,1,20240524,9203,2.0,57.0,400.0,0.0,,3.0,N,N,7459.0
19515,1,20240524,5439,2.0,13.0,371.0,3.0,,4.0,N,S,7459.0
19516,1,20240524,15441,2.0,66.0,,1.0,,2.0,N,N,7459.0
19517,1,20240524,7551,2.0,66.0,292.0,5.0,,2.0,N,N,7459.0
19518,1,20240524,6130,12.0,5.0,60.0,8.0,,2.0,N,N,7460.0
19519,1,20240524,15666,2.0,8.0,401.0,2.0,,4.0,N,S,7460.0
19520,1,20240524,11152,8.0,8.0,367.0,0.0,,5.0,S,S,7461.0
19521,1,20240524,6110,2.0,8.0,149.0,6.0,,2.0,N,N,7462.0
19522,1,20240524,3583,2.0,26.0,141.0,7.0,,2.0,N,S,7462.0
19523,1,20240524,15915,2.0,2.0,258.0,9.0,,3.0,N,S,7462.0
19524,1,20240524,10625,2.0,11.0,593.0,11.0,,3.0,N,S,7462.0
19525,1,20240524,14413,2.0,21.0,,11.0,,2.0,N,S,55.0
19526,1,20240524,11744,2.0,22.0,371.0,6.0,,1.0,N,S,55.0
19527,1,20240524,13633,2.0,14.0,399.0,3.0,,4.0,N,N,55.0
19528,1,20240524,7721,2.0,51.0,127.0,1.0,,3.0,N,S,55.0
19529,1,20240524,14811,2.0,51.0,634.0,10.0,,2.0,N,S,55.0
